"study","impostor","subject","age","gender","education","item_number","load_acc","load_rt","slow","to_exclude","conflict","response_stage","accuracy","resp_cat","RT","conf","conf_rt"
"3","weak","3_24",65,1,3,7,1,2.929,1,1,"C","a",0,NA,4.024,NA,NA
"3","weak","3_24",65,1,3,7,1,2.929,1,1,"C","b",1,3,4.036,100,3.737
"3","weak","3_24",65,1,3,8,1,3.657,0,0,"C","a",1,3,3.515,100,3.244
"3","weak","3_24",65,1,3,8,1,3.657,0,0,"C","b",1,3,3.376,100,3.017
"3","weak","3_24",65,1,3,9,1,8.378,0,0,"C","a",1,3,3.463,100,7.031
"3","weak","3_24",65,1,3,9,1,8.378,0,0,"C","b",1,3,5.056,100,3.963
"3","weak","3_24",65,1,3,10,1,18.405,0,0,"NC","a",0,2,3.556,0,5.545
"3","weak","3_24",65,1,3,10,1,18.405,0,0,"NC","b",1,1,3.536,100,3.573
"3","weak","3_24",65,1,3,11,1,3.265,1,1,"C","a",0,NA,4.118,NA,NA
"3","weak","3_24",65,1,3,11,1,3.265,1,1,"C","b",1,3,5.029,100,4.056
"3","weak","3_24",65,1,3,12,1,2.361,0,0,"NC","a",1,1,2.451,100,3.893
"3","weak","3_24",65,1,3,12,1,2.361,0,0,"NC","b",1,1,2.732,100,4.465
"3","weak","3_24",65,1,3,13,1,5.988,0,0,"NC","a",1,1,2.727,100,5.188
"3","weak","3_24",65,1,3,13,1,5.988,0,0,"NC","b",1,1,1.955,100,6.644
"3","weak","3_24",65,1,3,14,1,1.772,0,0,"NC","a",1,1,2.498,100,3.506
"3","weak","3_24",65,1,3,14,1,1.772,0,0,"NC","b",1,1,2.736,100,3.277
"3","weak","3_24",65,1,3,15,1,3.491,1,1,"NC","a",0,NA,4.026,NA,NA
"3","weak","3_24",65,1,3,15,1,3.491,1,1,"NC","b",1,1,5.36,100,3.268
"3","weak","3_24",65,1,3,16,1,13.878,0,0,"C","a",1,3,2.916,100,5.921
"3","weak","3_24",65,1,3,16,1,13.878,0,0,"C","b",1,3,3.484,100,4.958
"3","weak","3_24",65,1,3,17,1,6.294,1,1,"C","a",0,NA,4.021,NA,NA
"3","weak","3_24",65,1,3,17,1,6.294,1,1,"C","b",1,3,13.603,50,4.434
"3","weak","3_24",65,1,3,18,1,3.948,0,0,"C","a",1,3,2.572,100,3.495
"3","weak","3_24",65,1,3,18,1,3.948,0,0,"C","b",1,3,2.938,100,3.426
"3","weak","3_24",65,1,3,19,1,3.586,1,1,"NC","a",0,NA,4.121,NA,NA
"3","weak","3_24",65,1,3,19,1,3.586,1,1,"NC","b",1,1,2.72,100,8.567
"3","weak","3_25",31,2,3,1,1,1.358,0,0,"NC","a",1,1,2.911,100,1.591
"3","weak","3_25",31,2,3,1,1,1.358,0,0,"NC","b",1,1,0.7,100,1.131
"3","weak","3_25",31,2,3,2,1,1.305,0,0,"C","a",0,4,2.64,0,1.475
"3","weak","3_25",31,2,3,2,1,1.305,0,0,"C","b",1,3,0.552,0,2.682
"3","weak","3_25",31,2,3,3,1,1.228,0,0,"NC","a",1,1,2.683,100,1.711
"3","weak","3_25",31,2,3,3,1,1.228,0,0,"NC","b",1,1,1.527,100,1.17
"3","weak","3_25",31,2,3,4,1,1.371,0,0,"C","a",1,3,3.889,100,1.212
"3","weak","3_25",31,2,3,4,1,1.371,0,0,"C","b",1,3,1.136,100,1.145
"3","weak","3_25",31,2,3,5,1,2.472,0,0,"C","a",1,3,3.667,100,2.093
"3","weak","3_25",31,2,3,5,1,2.472,0,0,"C","b",1,3,0.671,100,1.574
"3","weak","3_25",31,2,3,6,1,0.4,0,0,"NC","a",1,1,2.165,100,1.317
"3","weak","3_25",31,2,3,6,1,0.4,0,0,"NC","b",1,1,1.252,100,0.972
"3","weak","3_25",31,2,3,7,1,2.841,0,0,"NC","a",1,1,2.652,100,1.036
"3","weak","3_25",31,2,3,7,1,2.841,0,0,"NC","b",1,1,1.265,100,1.017
"3","weak","3_25",31,2,3,8,1,1.113,0,0,"NC","a",1,1,2.269,100,1.031
"3","weak","3_25",31,2,3,8,1,1.113,0,0,"NC","b",1,1,0.644,100,1.059
"3","weak","3_25",31,2,3,9,1,3.97,0,0,"NC","a",1,1,3.216,100,1.066
"3","weak","3_25",31,2,3,9,1,3.97,0,0,"NC","b",1,1,0.912,100,1.025
"3","weak","3_25",31,2,3,10,1,1.177,0,0,"C","a",0,1,2.648,100,1.119
"3","weak","3_25",31,2,3,10,1,1.177,0,0,"C","b",0,1,0.645,100,0.99
"3","weak","3_25",31,2,3,11,1,2.045,0,0,"NC","a",1,1,2.386,50,2.374
"3","weak","3_25",31,2,3,11,1,2.045,0,0,"NC","b",1,1,0.882,50,1.975
"3","weak","3_25",31,2,3,12,1,2.464,0,0,"C","a",0,1,2.631,100,0.957
"3","weak","3_25",31,2,3,12,1,2.464,0,0,"C","b",0,1,0.648,100,1.104
"3","weak","3_25",31,2,3,13,1,1.978,0,0,"C","a",0,1,2.341,0,2.211
"3","weak","3_25",31,2,3,13,1,1.978,0,0,"C","b",1,3,0.495,100,1.271
"3","weak","3_25",31,2,3,14,1,0.562,0,0,"C","a",0,1,1.902,100,1.183
"3","weak","3_25",31,2,3,14,1,0.562,0,0,"C","b",0,1,0.948,100,1.108
"3","weak","3_25",31,2,3,15,1,1.065,0,0,"C","a",0,1,2.196,100,1.219
"3","weak","3_25",31,2,3,15,1,1.065,0,0,"C","b",0,1,1.122,100,1.363
"3","weak","3_25",31,2,3,16,1,1.836,0,0,"NC","a",1,1,2.231,100,0.897
"3","weak","3_25",31,2,3,16,1,1.836,0,0,"NC","b",1,1,0.653,100,1.25
"3","weak","3_25",31,2,3,17,1,0.677,0,0,"NC","a",1,1,1.595,100,1.023
"3","weak","3_25",31,2,3,17,1,0.677,0,0,"NC","b",1,1,0.741,100,1.506
"3","weak","3_25",31,2,3,18,1,2.495,0,0,"NC","a",1,1,2.526,100,1.873
"3","weak","3_25",31,2,3,18,1,2.495,0,0,"NC","b",1,1,0.882,100,1.083
"3","weak","3_25",31,2,3,19,1,2.98,1,1,"C","a",0,NA,4.105,NA,NA
"3","weak","3_25",31,2,3,19,1,2.98,1,1,"C","b",0,4,1.289,0,3.68
"3","weak","3_25",31,2,3,20,1,1.325,0,0,"C","a",0,1,3.253,100,1.032
"3","weak","3_25",31,2,3,20,1,1.325,0,0,"C","b",0,1,1.139,100,1.072
"3","weak","3_26",19,2,2,1,1,0.926,0,0,"C","a",0,1,2.553,0,1.62
"3","weak","3_26",19,2,2,1,1,0.926,0,0,"C","b",1,3,0.934,100,2.565
"3","weak","3_26",19,2,2,2,1,0.885,0,0,"NC","a",1,1,2.425,0,1.546
"3","weak","3_26",19,2,2,2,1,0.885,0,0,"NC","b",0,4,1.892,100,1.699
"3","weak","3_26",19,2,2,3,1,5.025,0,0,"C","a",0,1,1.958,0,2.298
"3","weak","3_26",19,2,2,3,1,5.025,0,0,"C","b",0,4,2.659,50,2.771
"3","weak","3_26",19,2,2,4,1,1.529,0,0,"NC","a",1,1,1.951,50,2.126
"3","weak","3_26",19,2,2,4,1,1.529,0,0,"NC","b",1,1,3.885,70,1.661
"3","weak","3_26",19,2,2,5,1,1.328,0,0,"NC","a",1,1,2.101,50,2.441
"3","weak","3_26",19,2,2,5,1,1.328,0,0,"NC","b",1,1,2.929,100,1.459
"3","weak","3_26",19,2,2,6,1,1.886,0,0,"C","a",0,1,2.482,50,2.624
"3","weak","3_26",19,2,2,6,1,1.886,0,0,"C","b",1,3,3.388,100,1.527
"3","weak","3_26",19,2,2,7,1,1.935,0,0,"C","a",0,4,2.516,100,3.276
"3","weak","3_26",19,2,2,7,1,1.935,0,0,"C","b",1,3,2.621,100,1.258
"3","weak","3_26",19,2,2,8,1,1.795,0,0,"C","a",1,3,2.219,100,4.365
"3","weak","3_26",19,2,2,8,1,1.795,0,0,"C","b",1,3,4.001,100,1.172
"3","weak","3_26",19,2,2,9,1,1.001,0,0,"C","a",0,2,2.435,0,1.901
"3","weak","3_26",19,2,2,9,1,1.001,0,0,"C","b",1,3,3.397,100,1.412
"3","weak","3_26",19,2,2,10,0,1.87,0,1,"NC","a",1,1,2.483,20,3.268
"3","weak","3_26",19,2,2,10,0,1.87,0,1,"NC","b",1,1,7.786,100,1.288
"3","weak","3_26",19,2,2,11,1,1.26,0,0,"C","a",0,1,2.394,70,1.939
"3","weak","3_26",19,2,2,11,1,1.26,0,0,"C","b",1,3,2.994,100,1.806
"3","weak","3_26",19,2,2,12,1,0.98,0,0,"NC","a",1,1,2.816,50,2.069
"3","weak","3_26",19,2,2,12,1,0.98,0,0,"NC","b",1,1,2.746,100,1.27
"3","weak","3_26",19,2,2,13,1,1.51,0,0,"NC","a",1,1,2.097,100,2.227
"3","weak","3_26",19,2,2,13,1,1.51,0,0,"NC","b",1,1,1.989,100,1.088
"3","weak","3_26",19,2,2,14,1,1.775,0,0,"NC","a",1,1,2.43,100,1.631
"3","weak","3_26",19,2,2,14,1,1.775,0,0,"NC","b",1,1,2.122,100,2.024
"3","weak","3_26",19,2,2,15,1,3.056,0,0,"NC","a",1,1,2.546,70,2.473
"3","weak","3_26",19,2,2,15,1,3.056,0,0,"NC","b",1,1,4.021,100,0.803
"3","weak","3_26",19,2,2,16,1,0.837,0,0,"C","a",1,3,3.199,100,1.359
"3","weak","3_26",19,2,2,16,1,0.837,0,0,"C","b",1,3,1.62,100,1.377
"3","weak","3_26",19,2,2,17,1,0.895,0,0,"C","a",0,1,2.253,100,1.598
"3","weak","3_26",19,2,2,17,1,0.895,0,0,"C","b",1,3,6.136,100,2.173
"3","weak","3_26",19,2,2,18,1,0.879,0,0,"C","a",0,1,3.257,50,2.536
"3","weak","3_26",19,2,2,18,1,0.879,0,0,"C","b",0,4,3.332,100,2.097
"3","weak","3_26",19,2,2,19,1,1.501,0,0,"NC","a",1,1,3.034,70,3.935
"3","weak","3_26",19,2,2,19,1,1.501,0,0,"NC","b",1,1,2.934,100,1.98
"3","weak","3_27",19,2,2,1,1,4.167,0,0,"NC","a",0,4,3.062,10,9.592
"3","weak","3_27",19,2,2,1,1,4.167,0,0,"NC","b",1,1,6.076,75,1.917
"3","weak","3_27",19,2,2,2,0,3.694,0,1,"C","a",0,4,2.701,0,2.117
"3","weak","3_27",19,2,2,2,0,3.694,0,1,"C","b",0,4,1.674,10,3.298
"3","weak","3_27",19,2,2,3,1,1.856,0,0,"NC","a",0,4,2.342,10,2.437
"3","weak","3_27",19,2,2,3,1,1.856,0,0,"NC","b",0,4,3.98,100,1.47
"3","weak","3_27",19,2,2,4,1,1.523,0,0,"C","a",0,2,2.6,30,1.958
"3","weak","3_27",19,2,2,4,1,1.523,0,0,"C","b",1,3,9.028,90,2.599
"3","weak","3_27",19,2,2,5,1,2.15,0,0,"C","a",0,1,3.079,75,3.287
"3","weak","3_27",19,2,2,5,1,2.15,0,0,"C","b",0,1,3.901,100,2.153
"3","weak","3_27",19,2,2,6,1,2.233,0,0,"NC","a",1,1,2.449,90,2.622
"3","weak","3_27",19,2,2,6,1,2.233,0,0,"NC","b",1,1,1.808,100,1.4
"3","weak","3_27",19,2,2,7,1,1.63,0,0,"NC","a",1,1,2.568,20,1.84
"3","weak","3_27",19,2,2,7,1,1.63,0,0,"NC","b",1,1,5.007,100,1.342
"3","weak","3_27",19,2,2,8,0,4.476,0,1,"NC","a",0,2,2.61,10,2.738
"3","weak","3_27",19,2,2,8,0,4.476,0,1,"NC","b",0,3,7.71,50,2.531
"3","weak","3_27",19,2,2,9,1,2.68,0,0,"NC","a",0,4,2.957,0,1.596
"3","weak","3_27",19,2,2,9,1,2.68,0,0,"NC","b",1,1,2.301,100,5.664
"3","weak","3_27",19,2,2,10,1,2.65,0,0,"C","a",0,4,3.401,0,3.639
"3","weak","3_27",19,2,2,10,1,2.65,0,0,"C","b",0,2,9.228,50,1.88
"3","weak","3_27",19,2,2,11,1,4.537,0,0,"NC","a",1,1,2.37,80,2.134
"3","weak","3_27",19,2,2,11,1,4.537,0,0,"NC","b",1,1,5.404,100,1.401
"3","weak","3_27",19,2,2,12,1,2.268,0,0,"C","a",0,1,2.502,100,1.788
"3","weak","3_27",19,2,2,12,1,2.268,0,0,"C","b",0,1,1.3,100,1.78
"3","weak","3_27",19,2,2,13,1,1.326,0,0,"C","a",0,1,2.176,10,2.524
"3","weak","3_27",19,2,2,13,1,1.326,0,0,"C","b",1,3,1.632,100,1.636
"3","weak","3_27",19,2,2,14,1,1.787,0,0,"C","a",0,1,2.038,100,2.285
"3","weak","3_27",19,2,2,14,1,1.787,0,0,"C","b",1,3,5.173,100,2.04
"3","weak","3_27",19,2,2,15,1,2.102,0,0,"C","a",0,1,2.601,90,2.458
"3","weak","3_27",19,2,2,15,1,2.102,0,0,"C","b",0,1,1.919,100,1.6
"3","weak","3_27",19,2,2,16,1,1.612,0,0,"NC","a",0,2,2.781,10,1.839
"3","weak","3_27",19,2,2,16,1,1.612,0,0,"NC","b",1,1,2.044,100,1.716
"3","weak","3_27",19,2,2,17,1,1.308,0,0,"NC","a",1,1,2.161,80,1.96
"3","weak","3_27",19,2,2,17,1,1.308,0,0,"NC","b",1,1,1.694,100,1.447
"3","weak","3_27",19,2,2,18,1,2.654,0,0,"NC","a",0,4,3.59,10,3.191
"3","weak","3_27",19,2,2,18,1,2.654,0,0,"NC","b",0,4,5.77,90,5.11
"3","weak","3_27",19,2,2,19,1,3.001,0,0,"C","a",0,4,2.534,15,3.537
"3","weak","3_27",19,2,2,19,1,3.001,0,0,"C","b",0,4,7.76,10,2.07
"3","weak","3_27",19,2,2,20,0,4.45,0,1,"C","a",0,1,3.684,10,2.73
"3","weak","3_27",19,2,2,20,0,4.45,0,1,"C","b",0,1,3.934,100,1.617
"3","weak","3_28",27,1,3,1,1,2.601,0,0,"C","a",1,3,3.96,90,6.583
"3","weak","3_28",27,1,3,1,1,2.601,0,0,"C","b",1,3,2.925,90,2.034
"3","weak","3_28",27,1,3,2,1,2.883,0,0,"NC","a",1,1,2.613,80,3.497
"3","weak","3_28",27,1,3,2,1,2.883,0,0,"NC","b",1,1,3.441,85,3.048
"3","weak","3_28",27,1,3,3,0,2.498,0,1,"C","a",1,3,3.001,99,2.578
"3","weak","3_28",27,1,3,3,0,2.498,0,1,"C","b",1,3,2.548,100,2.192
"3","weak","3_28",27,1,3,4,1,2.574,0,0,"NC","a",1,1,1.901,100,2.498
"3","weak","3_28",27,1,3,4,1,2.574,0,0,"NC","b",1,1,2.039,100,2.765
"3","weak","3_28",27,1,3,5,0,2.401,0,1,"NC","a",1,1,2.623,99,2.013
"3","weak","3_28",27,1,3,5,0,2.401,0,1,"NC","b",1,1,1.865,99,1.638
"3","weak","3_28",27,1,3,6,1,2.157,0,0,"C","a",0,1,2.77,85,2.553
"3","weak","3_28",27,1,3,6,1,2.157,0,0,"C","b",1,3,4.202,100,2.083
"3","weak","3_28",27,1,3,7,1,2.551,0,0,"C","a",1,3,3.763,90,2.766
"3","weak","3_28",27,1,3,7,1,2.551,0,0,"C","b",1,3,3.152,100,2.096
"3","weak","3_28",27,1,3,8,1,7.747,0,0,"C","a",1,3,3.389,98,2.943
"3","weak","3_28",27,1,3,8,1,7.747,0,0,"C","b",1,3,3.1,100,2.202
"3","weak","3_28",27,1,3,9,1,2.698,0,0,"C","a",0,2,2.429,10,3.469
"3","weak","3_28",27,1,3,9,1,2.698,0,0,"C","b",1,3,4.064,100,1.481
"3","weak","3_28",27,1,3,10,1,2.884,0,0,"NC","a",1,1,3.099,90,2.862
"3","weak","3_28",27,1,3,10,1,2.884,0,0,"NC","b",1,1,2.859,99,1.444
"3","weak","3_28",27,1,3,11,1,7.383,1,1,"C","a",0,NA,4.006,NA,NA
"3","weak","3_28",27,1,3,11,1,7.383,1,1,"C","b",0,4,9.412,50,5.59
"3","weak","3_28",27,1,3,12,0,1.383,0,1,"NC","a",1,1,2.58,100,2.132
"3","weak","3_28",27,1,3,12,0,1.383,0,1,"NC","b",1,1,2.328,100,1.994
"3","weak","3_28",27,1,3,13,1,4.944,0,0,"NC","a",1,1,2.655,95,3.248
"3","weak","3_28",27,1,3,13,1,4.944,0,0,"NC","b",1,1,3.688,98,1.908
"3","weak","3_28",27,1,3,14,1,1.495,0,0,"NC","a",1,1,2.835,99,1.279
"3","weak","3_28",27,1,3,14,1,1.495,0,0,"NC","b",1,1,2.149,100,1.507
"3","weak","3_28",27,1,3,15,1,5.78,0,0,"NC","a",1,1,2.592,75,2.032
"3","weak","3_28",27,1,3,15,1,5.78,0,0,"NC","b",1,1,4.138,99,1.281
"3","weak","3_28",27,1,3,16,0,4.483,0,1,"C","a",0,4,3.8,50,4.739
"3","weak","3_28",27,1,3,16,0,4.483,0,1,"C","b",1,3,8.825,97,2.625
"3","weak","3_28",27,1,3,17,1,4.768,0,0,"C","a",0,1,2.577,25,2.059
"3","weak","3_28",27,1,3,17,1,4.768,0,0,"C","b",1,3,3.025,100,1.365
"3","weak","3_28",27,1,3,18,1,2.846,0,0,"C","a",0,1,3.2,75,2.893
"3","weak","3_28",27,1,3,18,1,2.846,0,0,"C","b",1,3,2.014,100,2.009
"3","weak","3_28",27,1,3,19,0,3.232,0,1,"NC","a",0,3,3.332,50,2.135
"3","weak","3_28",27,1,3,19,0,3.232,0,1,"NC","b",1,1,8.451,100,1.919
"3","weak","3_29",52,2,3,1,1,4.126,0,0,"NC","a",0,3,3.924,100,4.815
"3","weak","3_29",52,2,3,1,1,4.126,0,0,"NC","b",1,1,11.156,100,53.734
"3","weak","3_29",52,2,3,2,0,2.132,0,1,"C","a",1,3,3.482,80,4.422
"3","weak","3_29",52,2,3,2,0,2.132,0,1,"C","b",1,3,3.989,100,2.339
"3","weak","3_29",52,2,3,3,1,3.609,0,0,"NC","a",1,1,3.674,100,2.863
"3","weak","3_29",52,2,3,3,1,3.609,0,0,"NC","b",1,1,3.037,100,4.761
"3","weak","3_29",52,2,3,4,0,2.442,0,1,"C","a",0,2,3.391,55,3.358
"3","weak","3_29",52,2,3,4,0,2.442,0,1,"C","b",1,3,4.968,100,2.975
"3","weak","3_29",52,2,3,5,1,1.56,1,1,"C","a",0,NA,4.114,NA,NA
"3","weak","3_29",52,2,3,5,1,1.56,1,1,"C","b",1,3,4.229,100,3.335
"3","weak","3_29",52,2,3,6,1,2.361,0,0,"NC","a",1,1,2.345,50,2.457
"3","weak","3_29",52,2,3,6,1,2.361,0,0,"NC","b",1,1,2.134,100,2.642
"3","weak","3_29",52,2,3,7,1,4.465,0,0,"NC","a",1,1,3.753,100,2.983
"3","weak","3_29",52,2,3,7,1,4.465,0,0,"NC","b",1,1,3.991,100,2.223
"3","weak","3_29",52,2,3,8,1,3.902,0,0,"NC","a",1,1,2.517,70,3.249
"3","weak","3_29",52,2,3,8,1,3.902,0,0,"NC","b",1,1,6.502,100,3.151
"3","weak","3_29",52,2,3,9,0,1.711,0,1,"NC","a",1,1,3.46,100,99.478
"3","weak","3_29",52,2,3,9,0,1.711,0,1,"NC","b",1,1,3.545,100,4.109
"3","weak","3_29",52,2,3,10,1,2.029,1,1,"C","a",0,NA,4.017,NA,NA
"3","weak","3_29",52,2,3,10,1,2.029,1,1,"C","b",0,1,7.69,55,5.732
"3","weak","3_29",52,2,3,11,1,1.435,0,0,"NC","a",1,1,2.326,70,2.388
"3","weak","3_29",52,2,3,11,1,1.435,0,0,"NC","b",1,1,3.589,100,2.099
"3","weak","3_29",52,2,3,12,1,2.078,0,0,"C","a",0,1,2.908,76,14.674
"3","weak","3_29",52,2,3,12,1,2.078,0,0,"C","b",1,3,4.727,100,2.752
"3","weak","3_29",52,2,3,13,1,2.193,0,0,"C","a",0,1,3.002,70,3.165
"3","weak","3_29",52,2,3,13,1,2.193,0,0,"C","b",1,3,5.066,100,3.413
"3","weak","3_29",52,2,3,14,1,5.36,0,0,"C","a",1,3,3.133,55,4.753
"3","weak","3_29",52,2,3,14,1,5.36,0,0,"C","b",1,3,7.528,100,4.207
"3","weak","3_29",52,2,3,15,1,2.339,0,0,"C","a",0,1,2.44,100,3.419
"3","weak","3_29",52,2,3,15,1,2.339,0,0,"C","b",1,3,5.803,100,2.508
"3","weak","3_29",52,2,3,16,1,4.728,0,0,"NC","a",1,1,2.365,100,2.686
"3","weak","3_29",52,2,3,16,1,4.728,0,0,"NC","b",1,1,2.804,100,2.702
"3","weak","3_29",52,2,3,17,0,2.405,0,1,"NC","a",1,1,2.218,70,3.523
"3","weak","3_29",52,2,3,17,0,2.405,0,1,"NC","b",1,1,3.69,100,2.559
"3","weak","3_29",52,2,3,18,1,2.662,0,0,"NC","a",1,1,3.345,70,3.27
"3","weak","3_29",52,2,3,18,1,2.662,0,0,"NC","b",1,1,6.002,100,6.832
"3","weak","3_29",52,2,3,19,0,3.833,1,1,"C","a",0,NA,4.022,NA,NA
"3","weak","3_29",52,2,3,19,0,3.833,1,1,"C","b",1,3,10.037,70,2.721
"3","weak","3_29",52,2,3,20,1,2.267,0,0,"C","a",0,1,2.816,40,16.38
"3","weak","3_29",52,2,3,20,1,2.267,0,0,"C","b",0,1,2.885,100,2.915
"3","weak","3_30",21,2,2,1,1,1.734,0,0,"NC","a",1,1,4.039,50,2.724
"3","weak","3_30",21,2,2,1,1,1.734,0,0,"NC","b",0,4,3.515,100,3.519
"3","weak","3_30",21,2,2,2,1,1.7,0,0,"C","a",0,4,3.184,100,1.71
"3","weak","3_30",21,2,2,2,1,1.7,0,0,"C","b",0,4,1.63,100,1.76
"3","weak","3_30",21,2,2,3,1,4.122,1,1,"NC","a",0,NA,4.105,NA,NA
"3","weak","3_30",21,2,2,3,1,4.122,1,1,"NC","b",0,4,3.001,100,1.895
"3","weak","3_30",21,2,2,4,1,1.642,0,0,"C","a",0,4,2.021,100,2.785
"3","weak","3_30",21,2,2,4,1,1.642,0,0,"C","b",0,1,6.21,40,2.55
"3","weak","3_30",21,2,2,5,0,3.434,0,1,"C","a",1,3,3.129,100,1.953
"3","weak","3_30",21,2,2,5,0,3.434,0,1,"C","b",1,3,3.62,100,1.815
"3","weak","3_30",21,2,2,6,1,2.472,0,0,"NC","a",1,1,2.551,100,3.184
"3","weak","3_30",21,2,2,6,1,2.472,0,0,"NC","b",1,1,2.304,100,1.374
"3","weak","3_30",21,2,2,7,1,2.184,1,1,"NC","a",0,NA,4.115,NA,NA
"3","weak","3_30",21,2,2,7,1,2.184,1,1,"NC","b",1,1,1.661,80,2.065
"3","weak","3_30",21,2,2,8,1,2.418,0,0,"NC","a",1,1,2.501,100,1.783
"3","weak","3_30",21,2,2,8,1,2.418,0,0,"NC","b",1,1,1.357,100,2.108
"3","weak","3_30",21,2,2,9,1,3.193,0,0,"NC","a",1,1,2.637,100,3.239
"3","weak","3_30",21,2,2,9,1,3.193,0,0,"NC","b",1,1,0.799,100,1.461
"3","weak","3_30",21,2,2,10,1,2.129,0,0,"C","a",0,4,4.065,100,2.366
"3","weak","3_30",21,2,2,10,1,2.129,0,0,"C","b",0,1,5.215,100,2.495
"3","weak","3_30",21,2,2,11,1,2.859,0,0,"NC","a",1,1,3.447,80,2.086
"3","weak","3_30",21,2,2,11,1,2.859,0,0,"NC","b",1,1,4.672,80,2.476
"3","weak","3_30",21,2,2,12,0,1.298,0,1,"C","a",0,4,2.876,100,1.853
"3","weak","3_30",21,2,2,12,0,1.298,0,1,"C","b",0,4,2.344,100,1.763
"3","weak","3_30",21,2,2,13,1,2.159,0,0,"C","a",0,1,3.729,100,2.375
"3","weak","3_30",21,2,2,13,1,2.159,0,0,"C","b",0,4,6.19,100,1.616
"3","weak","3_30",21,2,2,14,1,2.08,0,0,"C","a",0,1,2.234,80,1.879
"3","weak","3_30",21,2,2,14,1,2.08,0,0,"C","b",1,3,6.571,80,1.824
"3","weak","3_30",21,2,2,15,1,1.114,0,0,"C","a",0,1,2.816,100,1.401
"3","weak","3_30",21,2,2,15,1,1.114,0,0,"C","b",0,1,0.855,100,1.732
"3","weak","3_30",21,2,2,16,1,0.517,0,0,"NC","a",1,1,1.9,100,1.33
"3","weak","3_30",21,2,2,16,1,0.517,0,0,"NC","b",1,1,2.862,100,1.329
"3","weak","3_30",21,2,2,17,1,2.459,0,0,"NC","a",1,1,2.747,100,1.69
"3","weak","3_30",21,2,2,17,1,2.459,0,0,"NC","b",1,1,0.786,100,1.44
"3","weak","3_30",21,2,2,18,1,2.287,0,0,"NC","a",0,4,2.61,100,1.282
"3","weak","3_30",21,2,2,18,1,2.287,0,0,"NC","b",1,1,9.695,100,2.354
"3","weak","3_30",21,2,2,19,0,6.197,1,1,"C","a",0,NA,4.107,NA,NA
"3","weak","3_30",21,2,2,19,0,6.197,1,1,"C","b",1,3,5.282,100,2.383
"3","weak","3_30",21,2,2,20,1,1.501,0,0,"C","a",0,4,3.439,100,1.362
"3","weak","3_30",21,2,2,20,1,1.501,0,0,"C","b",0,4,2.302,100,1.29
"3","weak","3_31",44,2,3,1,1,1.324,0,0,"C","a",1,3,2.115,100,1.313
"3","weak","3_31",44,2,3,1,1,1.324,0,0,"C","b",1,3,1.208,100,0.973
"3","weak","3_31",44,2,3,2,1,1.525,1,1,"NC","a",0,NA,4.006,NA,NA
"3","weak","3_31",44,2,3,2,1,1.525,1,1,"NC","b",1,1,10.66,50,3.805
"3","weak","3_31",44,2,3,3,0,1.301,1,1,"C","a",0,NA,4.006,NA,NA
"3","weak","3_31",44,2,3,3,0,1.301,1,1,"C","b",1,3,2.25,100,1.765
"3","weak","3_31",44,2,3,4,1,0.969,0,0,"NC","a",1,1,2.5,100,1.193
"3","weak","3_31",44,2,3,4,1,0.969,0,0,"NC","b",1,1,0.868,100,1.179
"3","weak","3_31",44,2,3,5,1,0.833,0,0,"NC","a",1,1,2.032,100,1.502
"3","weak","3_31",44,2,3,5,1,0.833,0,0,"NC","b",1,1,0.868,100,0.903
"3","weak","3_31",44,2,3,6,1,3.437,0,0,"C","a",0,1,1.801,100,1.296
"3","weak","3_31",44,2,3,6,1,3.437,0,0,"C","b",0,1,0.983,100,1.113
"3","weak","3_31",44,2,3,7,1,0.95,0,0,"C","a",0,1,2.281,100,1.604
"3","weak","3_31",44,2,3,7,1,0.95,0,0,"C","b",0,1,1.201,100,3.64
"3","weak","3_31",44,2,3,8,1,1.027,0,0,"C","a",0,1,2.153,100,1.874
"3","weak","3_31",44,2,3,8,1,1.027,0,0,"C","b",0,1,1.063,100,1.912
"3","weak","3_31",44,2,3,9,1,0.954,0,0,"C","a",1,3,2.002,100,1.845
"3","weak","3_31",44,2,3,9,1,0.954,0,0,"C","b",1,3,1.195,100,1.311
"3","weak","3_31",44,2,3,10,1,1.865,0,0,"NC","a",1,1,1.848,100,0.952
"3","weak","3_31",44,2,3,10,1,1.865,0,0,"NC","b",1,1,0.949,100,1.099
"3","weak","3_31",44,2,3,11,1,0.855,0,0,"C","a",0,1,2.449,0,1.098
"3","weak","3_31",44,2,3,11,1,0.855,0,0,"C","b",1,3,0.727,100,1.643
"3","weak","3_31",44,2,3,12,1,0.833,0,0,"NC","a",1,1,1.948,100,2.379
"3","weak","3_31",44,2,3,12,1,0.833,0,0,"NC","b",1,1,1.538,100,1.081
"3","weak","3_31",44,2,3,13,0,3.051,0,1,"NC","a",1,1,3.288,100,1.416
"3","weak","3_31",44,2,3,13,0,3.051,0,1,"NC","b",1,1,0.741,100,1.016
"3","weak","3_31",44,2,3,14,0,1.415,0,1,"NC","a",1,1,1.888,100,1.09
"3","weak","3_31",44,2,3,14,0,1.415,0,1,"NC","b",1,1,1.366,100,1.367
"3","weak","3_31",44,2,3,15,1,0.711,0,0,"NC","a",1,1,2.996,100,1.218
"3","weak","3_31",44,2,3,15,1,0.711,0,0,"NC","b",1,1,1.08,100,1.042
