"subject","age","gender","education","condition","impostor","trial_number","item_number","response_block","slow","load_acc","to_exclude","conflict","resp_cat","accuracy","RT","conf"
"4_149","39",2,3,"FSW","weak",18,1,"Slow",NA,NA,0,"NC",1,1,2.433,100
"4_149","39",2,3,"FSW","weak",19,14,"Slow",NA,NA,0,"NC",1,1,2.533,100
"4_149","39",2,3,"FSW","weak",20,6,"Slow",NA,NA,0,"C",1,0,3.7,100
"4_150","43",2,2,"SFS","strong",1,14,"Slow",NA,NA,0,"NC",1,1,3.798,100
"4_150","43",2,2,"SFS","strong",2,8,"Slow",NA,NA,0,"C",1,0,7.399,100
"4_150","43",2,2,"SFS","strong",3,3,"Slow",NA,NA,0,"C",4,0,8.648,100
"4_150","43",2,2,"SFS","strong",4,12,"Slow",NA,NA,0,"C",1,0,2.999,100
"4_150","43",2,2,"SFS","strong",5,6,"Slow",NA,NA,0,"NC",1,1,7.08,100
"4_150","43",2,2,"SFS","strong",6,4,"Slow",NA,NA,0,"NC",1,1,30.011,100
"4_150","43",2,2,"SFS","strong",7,7,"Slow",NA,NA,0,"NC",1,1,3.316,100
"4_150","43",2,2,"SFS","strong",8,5,"Slow",NA,NA,0,"C",3,1,6.15,100
"4_150","43",2,2,"SFS","strong",9,2,"Slow",NA,NA,0,"C",1,0,4.401,75
"4_150","43",2,2,"SFS","strong",10,1,"Slow",NA,NA,0,"NC",1,1,29.644,90
"4_150","43",2,2,"SFS","strong",11,19,"Fast",0,1,0,"C",1,0,5.016,100
"4_150","43",2,2,"SFS","strong",12,11,"Fast",0,1,0,"NC",1,1,4.433,96
"4_150","43",2,2,"SFS","strong",13,13,"Fast",0,1,0,"C",1,0,3.183,60
"4_150","43",2,2,"SFS","strong",14,18,"Fast",0,1,0,"C",1,0,2.715,0
"4_150","43",2,2,"SFS","strong",15,17,"Fast",0,1,0,"C",3,1,4.598,100
"4_150","43",2,2,"SFS","strong",16,15,"Fast",0,1,0,"NC",1,1,3.032,100
"4_150","43",2,2,"SFS","strong",17,16,"Fast",0,1,0,"NC",1,1,2.832,100
"4_150","43",2,2,"SFS","strong",18,10,"Fast",1,0,1,"C",NA,1,5.032,NA
"4_150","43",2,2,"SFS","strong",19,9,"Fast",0,1,0,"NC",1,1,3.766,100
"4_150","43",2,2,"SFS","strong",20,20,"Fast",0,1,0,"NC",1,1,3.215,100
"4_151","65",2,2,"SFW","weak",1,17,"Slow",NA,NA,0,"NC",1,1,5.16,100
"4_151","65",2,2,"SFW","weak",2,20,"Slow",NA,NA,0,"NC",1,1,4.624,100
"4_151","65",2,2,"SFW","weak",3,1,"Slow",NA,NA,0,"C",1,0,4.594,100
"4_151","65",2,2,"SFW","weak",4,3,"Slow",NA,NA,0,"NC",1,1,4.089,100
"4_151","65",2,2,"SFW","weak",5,14,"Slow",NA,NA,0,"NC",1,1,3.477,100
"4_151","65",2,2,"SFW","weak",6,6,"Slow",NA,NA,0,"C",1,0,7.012,100
"4_151","65",2,2,"SFW","weak",7,16,"Slow",NA,NA,0,"C",3,1,8.755,100
"4_151","65",2,2,"SFW","weak",8,8,"Slow",NA,NA,0,"NC",1,1,7.495,100
"4_151","65",2,2,"SFW","weak",9,2,"Slow",NA,NA,0,"C",4,0,10.84,100
"4_151","65",2,2,"SFW","weak",10,11,"Slow",NA,NA,0,"C",3,1,11.688,100
"4_151","65",2,2,"SFW","weak",11,7,"Fast",0,1,0,"C",1,0,4.511,100
"4_151","65",2,2,"SFW","weak",12,15,"Fast",0,0,1,"C",1,0,3.475,100
"4_151","65",2,2,"SFW","weak",13,4,"Fast",1,1,1,"C",NA,0,5.098,NA
"4_151","65",2,2,"SFW","weak",14,19,"Fast",0,0,1,"NC",1,1,4.681,100
"4_151","65",2,2,"SFW","weak",15,13,"Fast",0,1,0,"C",1,0,4.735,100
"4_151","65",2,2,"SFW","weak",16,18,"Fast",0,0,1,"NC",1,1,3.908,100
"4_151","65",2,2,"SFW","weak",17,10,"Fast",0,1,0,"C",4,0,5.082,75
"4_151","65",2,2,"SFW","weak",18,9,"Fast",0,0,1,"NC",1,1,4.06,100
"4_151","65",2,2,"SFW","weak",19,5,"Fast",0,1,0,"NC",1,1,3.525,100
"4_151","65",2,2,"SFW","weak",20,12,"Fast",0,0,1,"NC",1,1,3.462,100
"4_152","43",1,4,"FSS","strong",1,18,"Fast",0,0,1,"NC",1,1,3.767,100
"4_152","43",1,4,"FSS","strong",2,7,"Fast",1,0,1,"C",NA,1,5.034,NA
"4_152","43",1,4,"FSS","strong",3,13,"Fast",0,1,0,"NC",1,1,3.516,100
"4_152","43",1,4,"FSS","strong",4,3,"Fast",0,1,0,"NC",1,1,2.8,100
"4_152","43",1,4,"FSS","strong",5,2,"Fast",0,1,0,"NC",1,1,3.017,100
"4_152","43",1,4,"FSS","strong",6,20,"Fast",0,1,0,"C",1,0,2.867,100
"4_152","43",1,4,"FSS","strong",7,19,"Fast",0,1,0,"C",1,0,3.284,100
"4_152","43",1,4,"FSS","strong",8,15,"Fast",0,1,0,"C",1,0,2.534,100
"4_152","43",1,4,"FSS","strong",9,11,"Fast",0,0,1,"NC",1,1,3.55,100
"4_152","43",1,4,"FSS","strong",10,8,"Fast",0,1,0,"C",1,0,3.5,100
"4_152","43",1,4,"FSS","strong",11,16,"Slow",NA,NA,0,"C",3,1,7.533,100
"4_152","43",1,4,"FSS","strong",12,6,"Slow",NA,NA,0,"NC",1,1,4.883,100
"4_152","43",1,4,"FSS","strong",13,5,"Slow",NA,NA,0,"NC",1,1,3.884,100
"4_152","43",1,4,"FSS","strong",14,1,"Slow",NA,NA,0,"C",3,1,7.467,100
"4_152","43",1,4,"FSS","strong",15,12,"Slow",NA,NA,0,"NC",1,1,4.817,100
"4_152","43",1,4,"FSS","strong",16,9,"Slow",NA,NA,0,"C",1,0,3.45,100
"4_152","43",1,4,"FSS","strong",17,4,"Slow",NA,NA,0,"C",3,1,3,100
"4_152","43",1,4,"FSS","strong",18,10,"Slow",NA,NA,0,"C",4,0,7.25,100
"4_152","43",1,4,"FSS","strong",19,17,"Slow",NA,NA,0,"NC",1,1,4.101,100
"4_152","43",1,4,"FSS","strong",20,14,"Slow",NA,NA,0,"NC",1,1,3.265,100
"4_153","31",2,3,"SFW","weak",1,20,"Slow",NA,NA,0,"C",3,1,8.466,100
"4_153","31",2,3,"SFW","weak",2,1,"Slow",NA,NA,0,"NC",3,0,14.931,100
"4_153","31",2,3,"SFW","weak",3,4,"Slow",NA,NA,0,"NC",4,0,10.535,100
"4_153","31",2,3,"SFW","weak",4,11,"Slow",NA,NA,0,"C",4,0,7.133,100
"4_153","31",2,3,"SFW","weak",5,18,"Slow",NA,NA,0,"NC",4,0,11.919,100
"4_153","31",2,3,"SFW","weak",6,10,"Slow",NA,NA,0,"C",4,0,14.118,100
"4_153","31",2,3,"SFW","weak",7,6,"Slow",NA,NA,0,"C",1,0,7.567,100
"4_153","31",2,3,"SFW","weak",8,14,"Slow",NA,NA,0,"C",3,1,11.984,100
"4_153","31",2,3,"SFW","weak",9,2,"Slow",NA,NA,0,"NC",4,0,10.835,100
"4_153","31",2,3,"SFW","weak",10,5,"Slow",NA,NA,0,"NC",1,1,5.117,100
"4_153","31",2,3,"SFW","weak",11,9,"Fast",1,0,1,"NC",NA,1,5.066,NA
"4_153","31",2,3,"SFW","weak",12,12,"Fast",0,1,0,"C",1,0,3.284,100
"4_153","31",2,3,"SFW","weak",13,16,"Fast",0,1,0,"NC",1,1,3.332,100
"4_153","31",2,3,"SFW","weak",14,19,"Fast",0,1,0,"C",2,0,4.77,50
"4_153","31",2,3,"SFW","weak",15,3,"Fast",0,1,0,"C",4,0,4.518,100
"4_153","31",2,3,"SFW","weak",16,13,"Fast",0,1,0,"C",4,0,3.768,100
"4_153","31",2,3,"SFW","weak",17,8,"Fast",0,1,0,"NC",1,1,3.934,100
"4_153","31",2,3,"SFW","weak",18,17,"Fast",0,0,1,"NC",1,1,3.849,100
"4_153","31",2,3,"SFW","weak",19,15,"Fast",0,1,0,"C",1,0,4.903,100
"4_153","31",2,3,"SFW","weak",20,7,"Fast",0,1,0,"NC",1,1,4.95,100
"4_154","49",2,3,"FSS","strong",1,18,"Fast",0,1,0,"C",1,0,2.581,80
"4_154","49",2,3,"FSS","strong",2,6,"Fast",0,1,0,"NC",1,1,3.214,90
"4_154","49",2,3,"FSS","strong",3,3,"Fast",0,1,0,"C",1,0,2.864,90
"4_154","49",2,3,"FSS","strong",4,12,"Fast",0,1,0,"NC",1,1,2.515,100
"4_154","49",2,3,"FSS","strong",5,11,"Fast",0,1,0,"NC",1,1,3.531,100
"4_154","49",2,3,"FSS","strong",6,2,"Fast",0,1,0,"C",2,0,2.665,0
"4_154","49",2,3,"FSS","strong",7,1,"Fast",0,1,0,"C",1,0,2.531,100
"4_154","49",2,3,"FSS","strong",8,19,"Fast",0,1,0,"NC",1,1,2.614,95
"4_154","49",2,3,"FSS","strong",9,4,"Fast",0,0,1,"C",1,0,2.033,100
"4_154","49",2,3,"FSS","strong",10,15,"Fast",0,0,1,"NC",1,1,1.997,100
"4_154","49",2,3,"FSS","strong",11,20,"Slow",NA,NA,0,"NC",1,1,3.397,100
"4_154","49",2,3,"FSS","strong",12,9,"Slow",NA,NA,0,"C",3,1,7.527,100
"4_154","49",2,3,"FSS","strong",13,16,"Slow",NA,NA,0,"NC",1,1,3.497,100
"4_154","49",2,3,"FSS","strong",14,10,"Slow",NA,NA,0,"NC",1,1,5.063,100
"4_154","49",2,3,"FSS","strong",15,8,"Slow",NA,NA,0,"C",3,1,6.479,100
"4_154","49",2,3,"FSS","strong",16,14,"Slow",NA,NA,0,"C",1,0,8.359,100
"4_154","49",2,3,"FSS","strong",17,13,"Slow",NA,NA,0,"NC",1,1,6.134,100
"4_154","49",2,3,"FSS","strong",18,7,"Slow",NA,NA,0,"C",3,1,13.904,80
"4_154","49",2,3,"FSS","strong",19,5,"Slow",NA,NA,0,"C",3,1,8.109,100
"4_154","49",2,3,"FSS","strong",20,17,"Slow",NA,NA,0,"NC",1,1,4.564,100
"4_155","32",1,3,"SFS","strong",1,19,"Slow",NA,NA,0,"C",1,0,7.241,100
"4_155","32",1,3,"SFS","strong",2,1,"Slow",NA,NA,0,"C",4,0,7.083,0
"4_155","32",1,3,"SFS","strong",3,15,"Slow",NA,NA,0,"C",1,0,12.492,100
"4_155","32",1,3,"SFS","strong",4,6,"Slow",NA,NA,0,"C",3,1,23.933,NA
"4_155","32",1,3,"SFS","strong",5,17,"Slow",NA,NA,0,"NC",1,1,3.327,100
"4_155","32",1,3,"SFS","strong",6,10,"Slow",NA,NA,0,"NC",4,0,3.866,0
"4_155","32",1,3,"SFS","strong",7,20,"Slow",NA,NA,0,"NC",1,1,3.927,100
"4_155","32",1,3,"SFS","strong",8,11,"Slow",NA,NA,0,"NC",1,1,3.733,100
"4_155","32",1,3,"SFS","strong",9,7,"Slow",NA,NA,0,"NC",1,1,3.2,100
"4_155","32",1,3,"SFS","strong",10,14,"Slow",NA,NA,0,"C",1,0,9.225,100
"4_155","32",1,3,"SFS","strong",11,5,"Fast",0,1,0,"NC",1,1,4.242,100
"4_155","32",1,3,"SFS","strong",12,3,"Fast",0,1,0,"C",4,0,2.701,0
"4_155","32",1,3,"SFS","strong",13,16,"Fast",0,1,0,"NC",1,1,3.584,100
"4_155","32",1,3,"SFS","strong",14,18,"Fast",1,1,1,"NC",NA,1,5.025,NA
"4_155","32",1,3,"SFS","strong",15,12,"Fast",1,1,1,"C",NA,1,5.018,NA
"4_155","32",1,3,"SFS","strong",16,9,"Fast",0,1,0,"NC",1,1,4.851,100
"4_155","32",1,3,"SFS","strong",17,8,"Fast",0,1,0,"C",1,0,3.717,100
"4_155","32",1,3,"SFS","strong",18,4,"Fast",0,0,1,"C",1,0,4.717,50
"4_155","32",1,3,"SFS","strong",19,2,"Fast",1,1,1,"C",NA,0,5.026,NA
"4_155","32",1,3,"SFS","strong",20,13,"Fast",0,1,0,"NC",1,1,3.633,100
"4_156","36",2,4,"FSW","weak",1,20,"Fast",0,1,0,"C",1,0,2.198,100
"4_156","36",2,4,"FSW","weak",2,2,"Fast",0,0,1,"C",3,1,3.148,100
"4_156","36",2,4,"FSW","weak",3,4,"Fast",0,0,1,"NC",1,1,2.1,100
"4_156","36",2,4,"FSW","weak",4,8,"Fast",1,1,1,"C",NA,1,5.034,NA
"4_156","36",2,4,"FSW","weak",5,11,"Fast",0,1,0,"NC",1,1,2.451,100
"4_156","36",2,4,"FSW","weak",6,19,"Fast",0,1,0,"NC",1,1,3.25,100
"4_156","36",2,4,"FSW","weak",7,16,"Fast",0,1,0,"NC",1,1,2.015,100
"4_156","36",2,4,"FSW","weak",8,1,"Fast",0,1,0,"C",3,1,2.214,100
"4_156","36",2,4,"FSW","weak",9,10,"Fast",0,1,0,"NC",1,1,2.966,100
"4_156","36",2,4,"FSW","weak",10,5,"Fast",0,1,0,"C",3,1,2.634,100
"4_156","36",2,4,"FSW","weak",11,18,"Slow",NA,NA,0,"C",3,1,2.531,100
"4_156","36",2,4,"FSW","weak",12,17,"Slow",NA,NA,0,"NC",1,1,2.452,100
"4_156","36",2,4,"FSW","weak",13,14,"Slow",NA,NA,0,"C",3,1,4.035,75
"4_156","36",2,4,"FSW","weak",14,6,"Slow",NA,NA,0,"NC",1,1,2.887,100
"4_156","36",2,4,"FSW","weak",15,15,"Slow",NA,NA,0,"C",3,1,3.098,100
"4_156","36",2,4,"FSW","weak",16,9,"Slow",NA,NA,0,"NC",1,1,3.531,100
"4_156","36",2,4,"FSW","weak",17,3,"Slow",NA,NA,0,"NC",1,1,2.982,100
"4_156","36",2,4,"FSW","weak",18,7,"Slow",NA,NA,0,"NC",1,1,3.151,100
"4_156","36",2,4,"FSW","weak",19,13,"Slow",NA,NA,0,"C",1,0,8.35,80
"4_156","36",2,4,"FSW","weak",20,12,"Slow",NA,NA,0,"C",1,0,4.732,99
"4_157","43",1,2,"SFW","weak",1,20,"Slow",NA,NA,0,"NC",4,0,3.463,0
"4_157","43",1,2,"SFW","weak",2,9,"Slow",NA,NA,0,"NC",1,1,5.862,100
"4_157","43",1,2,"SFW","weak",3,6,"Slow",NA,NA,0,"C",1,0,4.013,50
"4_157","43",1,2,"SFW","weak",4,14,"Slow",NA,NA,0,"C",1,0,3.879,100
"4_157","43",1,2,"SFW","weak",5,8,"Slow",NA,NA,0,"NC",2,0,4.013,50
"4_157","43",1,2,"SFW","weak",6,4,"Slow",NA,NA,0,"C",2,0,3.331,50
"4_157","43",1,2,"SFW","weak",7,11,"Slow",NA,NA,0,"NC",2,0,5.145,50
"4_157","43",1,2,"SFW","weak",8,12,"Slow",NA,NA,0,"NC",1,1,3.996,100
"4_157","43",1,2,"SFW","weak",9,19,"Slow",NA,NA,0,"C",1,0,3.547,100
"4_157","43",1,2,"SFW","weak",10,5,"Slow",NA,NA,0,"C",2,0,4.48,50
"4_157","43",1,2,"SFW","weak",11,18,"Fast",1,1,1,"NC",NA,0,5.03,NA
"4_157","43",1,2,"SFW","weak",12,1,"Fast",0,1,0,"NC",4,0,4.329,0
"4_157","43",1,2,"SFW","weak",13,3,"Fast",0,1,0,"NC",1,1,5.03,100
"4_157","43",1,2,"SFW","weak",14,17,"Fast",0,1,0,"C",1,0,4.296,100
"4_157","43",1,2,"SFW","weak",15,15,"Fast",0,0,1,"NC",1,1,4.013,100
"4_157","43",1,2,"SFW","weak",16,2,"Fast",0,0,1,"NC",1,1,3.464,50
"4_157","43",1,2,"SFW","weak",17,10,"Fast",0,1,0,"C",1,0,3.914,50
"4_157","43",1,2,"SFW","weak",18,13,"Fast",0,0,1,"C",1,0,2.499,50
"4_157","43",1,2,"SFW","weak",19,7,"Fast",0,0,1,"C",2,0,3.863,50
"4_157","43",1,2,"SFW","weak",20,16,"Fast",0,1,0,"C",2,0,2.681,50
"4_158","25",1,3,"SFS","strong",1,1,"Slow",NA,NA,0,"C",3,1,11.417,50
"4_158","25",1,3,"SFS","strong",2,20,"Slow",NA,NA,0,"C",1,0,2.284,100
"4_158","25",1,3,"SFS","strong",3,3,"Slow",NA,NA,0,"NC",1,1,2.401,100
"4_158","25",1,3,"SFS","strong",4,8,"Slow",NA,NA,0,"NC",1,1,1.781,70
"4_158","25",1,3,"SFS","strong",5,5,"Slow",NA,NA,0,"NC",4,0,3.783,100
"4_158","25",1,3,"SFS","strong",6,2,"Slow",NA,NA,0,"NC",1,1,5.733,50
"4_158","25",1,3,"SFS","strong",7,6,"Slow",NA,NA,0,"C",1,0,1.984,100
"4_158","25",1,3,"SFS","strong",8,11,"Slow",NA,NA,0,"C",1,0,2.733,100
"4_158","25",1,3,"SFS","strong",9,14,"Slow",NA,NA,0,"C",1,0,1.285,100
"4_158","25",1,3,"SFS","strong",10,19,"Slow",NA,NA,0,"NC",1,1,2.55,100
"4_158","25",1,3,"SFS","strong",11,12,"Fast",0,1,0,"NC",1,1,2.149,90
"4_158","25",1,3,"SFS","strong",12,13,"Fast",0,1,0,"NC",1,1,1.95,100
"4_158","25",1,3,"SFS","strong",13,18,"Fast",0,1,0,"C",4,0,2.015,100
"4_158","25",1,3,"SFS","strong",14,16,"Fast",0,1,0,"C",1,0,1.867,0
"4_158","25",1,3,"SFS","strong",15,15,"Fast",0,1,0,"NC",1,1,1.251,100
"4_158","25",1,3,"SFS","strong",16,17,"Fast",0,1,0,"C",1,0,1.535,100
"4_158","25",1,3,"SFS","strong",17,4,"Fast",0,0,1,"C",3,1,2.599,100
"4_158","25",1,3,"SFS","strong",18,7,"Fast",0,1,0,"NC",1,1,1.983,100
"4_158","25",1,3,"SFS","strong",19,9,"Fast",0,1,0,"C",1,0,2.018,100
"4_158","25",1,3,"SFS","strong",20,10,"Fast",0,1,0,"NC",1,1,2.167,100
"4_159","39",2,2,"SFS","strong",1,11,"Slow",NA,NA,0,"NC",1,1,6.112,100
"4_159","39",2,2,"SFS","strong",2,13,"Slow",NA,NA,0,"C",1,0,5.742,100
"4_159","39",2,2,"SFS","strong",3,20,"Slow",NA,NA,0,"NC",1,1,4.014,100
"4_159","39",2,2,"SFS","strong",4,16,"Slow",NA,NA,0,"NC",1,1,3.863,100
"4_159","39",2,2,"SFS","strong",5,5,"Slow",NA,NA,0,"NC",1,1,3.932,100
"4_159","39",2,2,"SFS","strong",6,12,"Slow",NA,NA,0,"C",1,0,4.283,100
"4_159","39",2,2,"SFS","strong",7,9,"Slow",NA,NA,0,"NC",1,1,6.511,100
"4_159","39",2,2,"SFS","strong",8,4,"Slow",NA,NA,0,"C",3,1,7.426,99
"4_159","39",2,2,"SFS","strong",9,8,"Slow",NA,NA,0,"C",3,1,12.877,50
"4_159","39",2,2,"SFS","strong",10,6,"Slow",NA,NA,0,"C",1,0,5.377,60
"4_159","39",2,2,"SFS","strong",11,15,"Fast",0,1,0,"NC",1,1,4.582,100
"4_159","39",2,2,"SFS","strong",12,2,"Fast",0,1,0,"NC",1,1,3.121,100
"4_159","39",2,2,"SFS","strong",13,18,"Fast",0,1,0,"C",1,0,5.032,70
"4_159","39",2,2,"SFS","strong",14,1,"Fast",1,0,1,"NC",NA,0,5.145,NA
"4_159","39",2,2,"SFS","strong",15,19,"Fast",0,1,0,"C",1,0,3.214,100
"4_159","39",2,2,"SFS","strong",16,7,"Fast",0,1,0,"C",1,0,3.947,100
"4_159","39",2,2,"SFS","strong",17,10,"Fast",0,1,0,"C",1,0,4.335,100
"4_159","39",2,2,"SFS","strong",18,3,"Fast",0,1,0,"NC",1,1,3.616,100
"4_159","39",2,2,"SFS","strong",19,17,"Fast",1,1,1,"C",NA,1,5.114,NA
"4_159","39",2,2,"SFS","strong",20,14,"Fast",0,1,0,"NC",1,1,2.764,100
"4_160","47",1,2,"FSS","strong",1,20,"Fast",0,1,0,"NC",1,1,3.351,100
"4_160","47",1,2,"FSS","strong",2,18,"Fast",1,1,1,"NC",NA,1,5.034,NA
"4_160","47",1,2,"FSS","strong",3,1,"Fast",0,1,0,"C",1,0,2.384,100
"4_160","47",1,2,"FSS","strong",4,7,"Fast",0,1,0,"C",3,1,5.017,100
"4_160","47",1,2,"FSS","strong",5,9,"Fast",1,1,1,"NC",NA,1,5.034,NA
"4_160","47",1,2,"FSS","strong",6,17,"Fast",0,1,0,"NC",1,1,3.383,100
"4_160","47",1,2,"FSS","strong",7,15,"Fast",0,1,0,"C",1,0,2.816,100
"4_160","47",1,2,"FSS","strong",8,3,"Fast",0,1,0,"C",1,0,3.683,100
"4_160","47",1,2,"FSS","strong",9,2,"Fast",0,1,0,"C",4,0,3.95,0
"4_160","47",1,2,"FSS","strong",10,4,"Fast",0,1,0,"NC",1,1,4.284,50
"4_160","47",1,2,"FSS","strong",11,5,"Slow",NA,NA,0,"C",3,1,22.516,100
"4_160","47",1,2,"FSS","strong",12,10,"Slow",NA,NA,0,"C",3,1,28.018,75
"4_160","47",1,2,"FSS","strong",13,19,"Slow",NA,NA,0,"NC",1,1,6.151,100
"4_160","47",1,2,"FSS","strong",14,11,"Slow",NA,NA,0,"NC",1,1,12.749,100
"4_160","47",1,2,"FSS","strong",15,8,"Slow",NA,NA,0,"C",3,1,20.251,80
"4_160","47",1,2,"FSS","strong",16,16,"Slow",NA,NA,0,"NC",1,1,6.9,100
"4_160","47",1,2,"FSS","strong",17,6,"Slow",NA,NA,0,"C",3,1,7.751,100
"4_160","47",1,2,"FSS","strong",18,12,"Slow",NA,NA,0,"NC",1,1,16.234,100
"4_160","47",1,2,"FSS","strong",19,14,"Slow",NA,NA,0,"C",3,1,9.033,100
"4_160","47",1,2,"FSS","strong",20,13,"Slow",NA,NA,0,"NC",1,1,11.817,100
"4_161","34",2,2,"SFS","strong",1,11,"Slow",NA,NA,0,"C",4,0,44.83,0
"4_161","34",2,2,"SFS","strong",2,18,"Slow",NA,NA,0,"C",4,0,42.131,100
"4_161","34",2,2,"SFS","strong",3,13,"Slow",NA,NA,0,"NC",1,1,8.782,50
"4_161","34",2,2,"SFS","strong",4,12,"Slow",NA,NA,0,"C",1,0,5.418,100
"4_161","34",2,2,"SFS","strong",5,6,"Slow",NA,NA,0,"C",1,0,16.933,100
"4_161","34",2,2,"SFS","strong",6,15,"Slow",NA,NA,0,"NC",1,1,6.067,100
"4_161","34",2,2,"SFS","strong",7,10,"Slow",NA,NA,0,"C",4,0,9.983,100
"4_161","34",2,2,"SFS","strong",8,16,"Slow",NA,NA,0,"NC",1,1,4.411,100
"4_161","34",2,2,"SFS","strong",9,17,"Slow",NA,NA,0,"NC",1,1,8,100
"4_161","34",2,2,"SFS","strong",10,4,"Slow",NA,NA,0,"NC",4,0,28.596,100
"4_161","34",2,2,"SFS","strong",11,8,"Fast",0,1,0,"NC",2,0,1.9,50
"4_161","34",2,2,"SFS","strong",12,9,"Fast",0,1,0,"C",2,0,1.333,0
"4_161","34",2,2,"SFS","strong",13,14,"Fast",0,0,1,"C",1,0,3.015,0
"4_161","34",2,2,"SFS","strong",14,3,"Fast",0,1,0,"C",1,0,1.153,0
"4_161","34",2,2,"SFS","strong",15,1,"Fast",0,1,0,"NC",1,1,1.13,0
"4_161","34",2,2,"SFS","strong",16,5,"Fast",0,1,0,"NC",1,1,1.25,0
"4_161","34",2,2,"SFS","strong",17,19,"Fast",0,1,0,"C",1,0,0.9,0
"4_161","34",2,2,"SFS","strong",18,2,"Fast",0,1,0,"NC",4,0,2.267,100
"4_161","34",2,2,"SFS","strong",19,7,"Fast",0,1,0,"C",4,0,2.55,10
"4_161","34",2,2,"SFS","strong",20,20,"Fast",0,1,0,"NC",4,0,3.833,100
"4_162","40",2,3,"FSW","weak",1,3,"Fast",0,1,0,"C",1,0,3.104,100
"4_162","40",2,3,"FSW","weak",2,13,"Fast",0,0,1,"NC",1,1,3.395,100
"4_162","40",2,3,"FSW","weak",3,20,"Fast",0,1,0,"C",1,0,4.666,100
"4_162","40",2,3,"FSW","weak",4,15,"Fast",0,1,0,"NC",1,1,2.242,100
"4_162","40",2,3,"FSW","weak",5,4,"Fast",1,1,1,"C",NA,1,5.097,NA
"4_162","40",2,3,"FSW","weak",6,8,"Fast",0,0,1,"C",1,0,2.875,70
"4_162","40",2,3,"FSW","weak",7,5,"Fast",0,1,0,"NC",1,1,2.391,100
"4_162","40",2,3,"FSW","weak",8,6,"Fast",0,1,0,"C",1,0,2.842,100
"4_162","40",2,3,"FSW","weak",9,14,"Fast",0,1,0,"NC",1,1,2.193,100
"4_162","40",2,3,"FSW","weak",10,19,"Fast",0,1,0,"NC",1,1,2.475,100
"4_162","40",2,3,"FSW","weak",11,17,"Slow",NA,NA,0,"NC",1,1,3.755,100
"4_162","40",2,3,"FSW","weak",12,9,"Slow",NA,NA,0,"NC",1,1,3.855,100
"4_162","40",2,3,"FSW","weak",13,16,"Slow",NA,NA,0,"NC",1,1,3.022,100
"4_162","40",2,3,"FSW","weak",14,7,"Slow",NA,NA,0,"C",3,1,5.834,100
"4_162","40",2,3,"FSW","weak",15,10,"Slow",NA,NA,0,"C",1,0,5.645,70
"4_162","40",2,3,"FSW","weak",16,11,"Slow",NA,NA,0,"NC",1,1,4.773,100
"4_162","40",2,3,"FSW","weak",17,1,"Slow",NA,NA,0,"NC",1,1,3.188,100
"4_162","40",2,3,"FSW","weak",18,2,"Slow",NA,NA,0,"C",3,1,5.857,100
"4_162","40",2,3,"FSW","weak",19,18,"Slow",NA,NA,0,"C",1,0,5.225,100
"4_162","40",2,3,"FSW","weak",20,12,"Slow",NA,NA,0,"C",1,0,3.57,100
"4_163","37",1,2,"FSW","weak",1,16,"Fast",0,1,0,"C",2,0,3.045,60
"4_163","37",1,2,"FSW","weak",2,14,"Fast",0,1,0,"C",3,1,4.815,75
"4_163","37",1,2,"FSW","weak",3,13,"Fast",0,1,0,"NC",1,1,2.174,95
"4_163","37",1,2,"FSW","weak",4,3,"Fast",0,1,0,"C",1,0,2.29,75
"4_163","37",1,2,"FSW","weak",5,6,"Fast",0,1,0,"NC",1,1,2.345,80
"4_163","37",1,2,"FSW","weak",6,12,"Fast",0,1,0,"NC",1,1,2.291,100
"4_163","37",1,2,"FSW","weak",7,4,"Fast",0,1,0,"C",1,0,3.35,50
"4_163","37",1,2,"FSW","weak",8,9,"Fast",0,1,0,"NC",1,1,3.28,100
"4_163","37",1,2,"FSW","weak",9,5,"Fast",0,1,0,"NC",1,1,2.4,100
"4_163","37",1,2,"FSW","weak",10,18,"Fast",0,1,0,"C",1,0,4.984,20
"4_163","37",1,2,"FSW","weak",11,15,"Slow",NA,NA,0,"C",1,0,2.494,100
"4_163","37",1,2,"FSW","weak",12,1,"Slow",NA,NA,0,"NC",1,1,2.79,100
"4_163","37",1,2,"FSW","weak",13,8,"Slow",NA,NA,0,"NC",1,1,2.51,100
"4_163","37",1,2,"FSW","weak",14,11,"Slow",NA,NA,0,"C",1,0,3.605,100
"4_163","37",1,2,"FSW","weak",15,17,"Slow",NA,NA,0,"C",3,1,5.029,100
"4_163","37",1,2,"FSW","weak",16,2,"Slow",NA,NA,0,"NC",3,0,12.52,100
"4_163","37",1,2,"FSW","weak",17,10,"Slow",NA,NA,0,"NC",1,1,6.025,100
"4_163","37",1,2,"FSW","weak",18,19,"Slow",NA,NA,0,"C",3,1,7.18,90
"4_163","37",1,2,"FSW","weak",19,7,"Slow",NA,NA,0,"NC",1,1,5.6,80
"4_163","37",1,2,"FSW","weak",20,20,"Slow",NA,NA,0,"C",3,1,5.425,100
"4_164","50",2,2,"SFS","strong",1,1,"Slow",NA,NA,0,"NC",1,1,3.747,100
"4_164","50",2,2,"SFS","strong",2,16,"Slow",NA,NA,0,"NC",1,1,2.365,100
"4_164","50",2,2,"SFS","strong",3,9,"Slow",NA,NA,0,"C",3,1,7.06,100
